,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,num_states,state_variance,1_day_max_reviews,star_variance
6cYXyJE-qAR0injjjEcHfA,0.0010619864572651572,0.007210782469067755,0.2079551357246511,0.4352225609369587,0.34526989531923735,0.48018944166645094,0.4259744951779783,0.39992480390787327,0.4063800058542813,0.37876756621414087,0.42156110326727675,0.32121330935088527,0.48578509540229503,0.49320977846861286,0.4554182568153712,0.4489693160099435,0.309744877952656,0.478780485528507,0.4581757730282931,0.4447312801906785,0.4880108183875193,0.4023752144237394,0.47844659508350346,0.32765625727225167,0.30340403207399447,0.45380607199308154,0.4881064538769092,0.331905368285516,0.44810144889291154,0.35340283993247706,0.3680074508787463,0.3965880823853293,0.42495233032839885,0.2713252696591081,0.4897368517768471,0.3384209055043856,0.4979262909073416,0.47004029885586845,0.45363315896040446,0.3689260364482132,0.4314222023627397,0.48900668390314095,0.47291395935047137,0.353499122005414,0.38400698981848735,0.48907995870795506,0.4318210247150166,0.35489161807357855,0.4564574558894134,0.4945615831683275,0.0,0.0,0.0,0.0
G7RzOnERzSWJXPCvreXzBA,5.7030560491382054e-05,0.008673909291743097,0.2083276389965682,0.4343817951414572,0.3454564546669248,0.4809827864848784,0.42678944063335245,0.40091711586739276,0.40718630793258287,0.3784068437738607,0.42209031052277235,0.3193916506760824,0.4837446567250475,0.49286165580018715,0.45707163706595355,0.44897152918001504,0.3060162458575321,0.47804455376738164,0.45846573979134364,0.4438518463102827,0.48753030182524787,0.4028557105245391,0.4780679973924948,0.3296843185329591,0.3039603614935124,0.45530038905640824,0.4855040647475685,0.3302432424007998,0.4492182783621177,0.3540166450886043,0.36762545365748706,0.3980566440291689,0.42738234935604735,0.27103366483999325,0.4943085076648561,0.34092122795227037,0.4950918832138026,0.4702321268526048,0.4513668422586066,0.36908080527953974,0.4335535306919999,0.49425827619845153,0.4790049885696352,0.34880278200030396,0.38659924827598185,0.5007254232517006,0.43300759058179933,0.3477727316571956,0.45902537630402374,0.49903727887145766,0.0,0.0,0.0,0.0
tL2pS5UOmN6aAOi3Z-qFGg,0.31936147926439484,0.005040383294980978,0.09716106543106692,0.39544621384577067,0.3306777159319406,0.5245336114208011,0.38825466243986917,0.5447583944533365,0.32757833702996314,0.3631598158109245,0.4937815865784893,0.09176572701515986,0.7221498926479878,0.45929995221776954,0.16694458136647727,0.5914861595635837,0.4660826253196082,0.7063900342215659,0.8958853721910552,0.48057435748737487,0.3359327921348447,0.3965348682533059,0.5188193346776693,0.0,0.3170281000131671,0.07902362339570529,0.12218982821712038,0.03617666654129981,0.9125610953981844,0.7201026675584458,0.32860099180595265,0.4392763329015819,0.5799971804595219,0.18847991405146308,0.355122036073797,0.4057414489062171,0.3956872394632712,0.25001746772819355,0.45190055614487035,0.26592867978343326,0.38366566283706777,0.6251312422669805,0.4864663622849839,0.2174924902005357,0.3927394576555619,0.3973671367117235,0.4173496533726825,0.37375711199588146,0.5239303153400151,0.4873805406670482,0.2391304347826087,0.0,0.2834960733375138,0.0
MzEnYCyZlRYQRISNMXTWIg,0.0004316986460804924,0.0072808164901862985,0.20832123946412656,0.4344709887433969,0.3452545051461274,0.4804328288985785,0.42537099856360383,0.4006634390047948,0.40758497550380846,0.3775877837009321,0.4217247449809174,0.31932255080740485,0.4824360888393106,0.49150674204364375,0.4564927634340201,0.4493457105217612,0.30615027978478826,0.4794106479591594,0.4569462616816848,0.44496084355423987,0.48778494580317827,0.402757205440622,0.47842132241739005,0.32737255833562184,0.3041256049242254,0.4536738559125831,0.48593066901715704,0.3317370971162437,0.44849646226401046,0.35332079978850384,0.3724507243888299,0.3981012850549573,0.4284077474190235,0.2691232340104874,0.4971693663367752,0.3399951672787296,0.4947965511831742,0.4716790245512536,0.45060020477584684,0.369432498057092,0.4334612796852521,0.49211192349382515,0.481464625648615,0.34882692623848943,0.38291922666136374,0.4982243269238431,0.4368563011413796,0.35047469952446764,0.4671907915451675,0.49240071193216167,0.0,0.0,0.0,0.0
FXh0vreQrEzMTgRA6Zjx-Q,0.0029243345326721813,0.0072768118908832155,0.2087147474041107,0.4331352126479241,0.3442418594316539,0.4809160285372593,0.4252801997048102,0.39689921823008034,0.40723215198491597,0.3771806363986622,0.421546118385561,0.31686700354798447,0.4905534527819601,0.49329045199449073,0.4595211679309696,0.45322304175382233,0.3070682582621762,0.47925435608675543,0.4560951755037816,0.4450570709422858,0.4883064599594977,0.40020920921951275,0.4782592277033481,0.3320161524272625,0.3109835999361535,0.4503255967350362,0.48942909638697146,0.32841148473730625,0.44332202836106266,0.34923319238106504,0.36115783216553454,0.3970474580522094,0.4301511198190096,0.2753623602602945,0.5031477334373735,0.3402869488238381,0.4919679228243158,0.47326389754562787,0.46457048073747115,0.370911835030379,0.4342275795570558,0.49640999007916736,0.4775150736630766,0.3536023111177359,0.38325447299901844,0.5038835503629446,0.44541386949548334,0.3466712871717468,0.46061734757141837,0.4924783340806598,0.0,0.0,0.0,0.0
vaXJ7-xLrnD6FAEhUqYKwQ,0.005468490434332174,0.00718811840292936,0.20738321082377642,0.4275142367347158,0.3426069840538663,0.480867185124439,0.4277757815538806,0.4022638363112844,0.4032914141393719,0.3783411194928967,0.4227938620156006,0.32308591638914813,0.4740017784941219,0.4880196464114401,0.4561735033895871,0.4573172948487252,0.3063704970162966,0.48017711547377007,0.4537413029329093,0.4384393398638313,0.4906102439136473,0.4008438017418548,0.4717149858427332,0.3232622226360431,0.3060604094867655,0.4608939679413034,0.4854842124895303,0.33099997170388806,0.44825411609074095,0.34999432107774514,0.37259115886879723,0.3957701820968925,0.4344623383478054,0.2612927216512857,0.49471912938871593,0.3454837220946391,0.49424807067033133,0.4635463081740397,0.44160221327458127,0.3627458779254622,0.44454004467771235,0.48392661764051753,0.4758258057374047,0.3503516472654785,0.3738019883057161,0.48727295822059086,0.4237517806106844,0.3410097952610749,0.46078206701649765,0.4977962841053347,0.0,0.0,0.05555555555555556,0.0
lUQzbz84E30c4L-JbqE3FQ,0.002700071434094658,0.00719953035113214,0.2077087644222597,0.4336529846490072,0.3450684491770367,0.4804772921962539,0.4255276002681259,0.40057290781649185,0.4047149668559246,0.38004169208914174,0.42265767278640515,0.319822784983322,0.4866268212776478,0.492576344618846,0.45196069433005837,0.44547348577246487,0.3086458852484736,0.48124168296811276,0.46274330379453743,0.4426747554087711,0.489979986276282,0.40173196333823064,0.47742212763665026,0.32573170982510813,0.30096011251703075,0.4523449065542702,0.48084528740062493,0.3301404344306777,0.44704918432248036,0.35833052186059283,0.3765445844126765,0.3969771598496835,0.42893824515831847,0.27229203232798244,0.49608650134929,0.3399806699051643,0.5026024449469204,0.4736410692357705,0.4570475045645081,0.3669789854579372,0.4427076253980869,0.49299198858308835,0.4752920516437205,0.3476788027878271,0.38733405051517006,0.5081906019586262,0.4392797225735862,0.3531382173309853,0.46603188391475453,0.49584695572459137,0.0,0.0,0.0,0.0
Y76nS3L426UCz7N_1pUfUQ,0.3030915264934104,0.004634350618020724,0.13487577238803689,0.4394172217638704,0.29300374637159526,0.5020332311583581,0.4663786857886872,0.4584196753069931,0.3948204751999642,0.33019596387005357,0.46717449833960234,0.24567656754898448,0.5363319209440114,0.4233606106058232,0.17024097217776063,0.4023876321765817,0.2199752095890411,0.6840626831925511,0.7107801032634076,0.6360017953719658,0.5336798338988455,0.6447442592853038,0.34388760401229357,0.22294268898495967,0.4936381409613385,0.21451919775834105,0.5829099028098192,0.26866532273841337,0.0,0.15273742693196465,0.21552949813098563,0.2865651590972612,0.00239153908839973,0.7764028379154162,0.00814980419225303,0.5815613179480156,0.32865316414355855,0.5296991727955583,0.21725355676312846,0.29433330899216115,0.513493320591955,0.18055277644533357,0.5756581954166793,0.504517161410106,0.48844989722069976,0.44182443229625123,0.48742925167739215,0.34578765541541345,0.49908458891221413,0.5221764117487253,0.19565217391304346,0.3333333333333333,0.17309948979591835,0.11102040816326532
4DvHNL2g_H3onCpV2zjegQ,0.0020396350846217555,0.007249096961148581,0.20754047168663078,0.43454588525195476,0.3445328555355168,0.4818775869762348,0.42419266027119107,0.4012188800814834,0.4050847782258682,0.3794847706060309,0.4224014732924839,0.3187718284903919,0.48196483135905777,0.4912827889070282,0.4552779268076932,0.44982433473436173,0.30789373494226074,0.4799697135749203,0.45619153690453224,0.4469571811252341,0.4875655978194786,0.40367513602746985,0.47829250218771774,0.3235433203947521,0.30392673340227655,0.4504331761399028,0.48521587516471987,0.3295002241417435,0.45256605035763514,0.3533062727188442,0.3749867361354124,0.3976746670535529,0.43004167387366227,0.2659413826412368,0.4991387582232293,0.338795632578592,0.4979462333745458,0.4704441599787961,0.4532936816497805,0.3713243917134645,0.43668838743507477,0.48898063858226626,0.4788036764238416,0.35198296892834524,0.3790832033966808,0.4961067444619591,0.4344795068891287,0.3534233108800566,0.46996939470443344,0.4904605003682964,0.021739130434782608,0.3333333333333333,0.0,0.888888888888889
CWIvxhK6I1zKA4Mibz5DvA,0.0005948196042899721,0.00724092325261311,0.20808309893906898,0.4339894227880976,0.3451476575577033,0.4816437328287287,0.4270346538719339,0.40172588871199444,0.4067585813031327,0.37774745470037796,0.4218856353275725,0.31857798381568403,0.4834687133241254,0.493975285338345,0.4564172482779118,0.4491364592000478,0.30499000386830927,0.4775869518779685,0.4586550389970442,0.4449534942170781,0.4866662694439638,0.40366713332634985,0.4796638895760418,0.3261478538499134,0.3043370563367835,0.45448675034137476,0.4852121327586127,0.33046077560656084,0.44780542880040275,0.35389291646458637,0.368123344212898,0.39733772852895527,0.42883469770864246,0.27056061666221065,0.494824168870146,0.341331880581583,0.4953423695364678,0.4678231360109342,0.4551066138741719,0.36928115586127563,0.43346162585847897,0.4927061049113122,0.47908105702257603,0.35094347746967497,0.38267488937144556,0.4958412262163598,0.4321355841455448,0.3468529597534959,0.46731558819134433,0.4947610071997244,0.0,0.0,0.0,0.0
h7i58iukFZPAFgTF34mZJA,0.0035059138451823506,0.007215344022339247,0.20674156303177743,0.4345872291676017,0.343303841222029,0.48521455060972013,0.42531282032799217,0.4073209811708682,0.40722629681123346,0.3759106387068485,0.4219087410451721,0.31871746202636775,0.4815610593941509,0.4921876308328805,0.454399855402834,0.44940943543879674,0.3072479851843091,0.48203723855032093,0.4604896571618796,0.4436084283415861,0.4873770464531375,0.4046061109688577,0.4859558050556063,0.3245826173500291,0.30645501261156133,0.45121131694280076,0.48632946686637263,0.3289881051458684,0.4476194422141813,0.3540855844874829,0.3730233086561568,0.39456565562762347,0.43223312376268874,0.2636336747680812,0.5009598850844716,0.34672810782129615,0.49590299066599275,0.474180784179196,0.45183792631945713,0.37308405789797255,0.4345423715848312,0.4978003197011552,0.4749257077021051,0.34643947942132763,0.3785228030617506,0.5029312082322375,0.4261669924671582,0.3427151243323273,0.4701767331175178,0.4927795605324075,0.0,0.0,0.0,0.0
3wB-JjsUjkvdNUDRnChsVg,0.38490937232981987,0.004870548734568044,0.18532557363956073,0.0,0.36025667188346316,0.48388873458271403,0.5953262091170792,0.30817437575123574,0.20480759355198855,0.5164440294007756,0.5046101348866957,0.7624318853059879,0.0,0.4419916642945823,0.12289494555451691,0.932656085265031,0.7801778136866622,0.5925201712424472,0.3203012218542117,0.49012075255850074,0.47023913586120836,0.009307466961885447,0.3347954213350989,0.31151341983370284,0.31442382604484725,0.3957349587596827,0.5514143854254545,0.34214506974968567,0.3383417559455005,0.40016638179153385,0.2919386206299416,0.3737243586686835,0.3260932226519212,0.28170236346838184,0.4949255270827351,0.33817779610013826,0.4846180023991536,0.3644783631436295,0.5918916987369884,0.3337619349730552,0.37078793292129575,0.46499110864975096,0.570382156695983,0.29659935325626857,0.43101374560540956,0.5125278711188502,0.41550925992432586,0.45527445278516226,0.4948827735005855,0.4901023154830809,0.10869565217391304,1.0,0.24315500685871058,0.2745679012345679
chrORZZpea-iT1rbRh5ZtQ,0.0050257184372790205,0.007289429585072629,0.21034920366927454,0.4350646889247924,0.3435031013357838,0.47943723486496037,0.4241205457874712,0.4001378275424214,0.4086165124045237,0.3775091956468254,0.4208233280604838,0.32120734623982683,0.4843104596727487,0.4949935634102508,0.4565096961663361,0.44870379534936833,0.30304483412237493,0.47612483603469924,0.46425017567189913,0.4450254582777318,0.48945549627473733,0.40101024336548574,0.47409147402998475,0.33550639901488666,0.3048392726453243,0.447914708411821,0.48654167725030245,0.3267477753931832,0.4535982897317336,0.3620387702220095,0.3699655915673056,0.40006042121920954,0.428938190868645,0.27786444671585236,0.4910366188687608,0.33830192777823426,0.5032785190272483,0.4540244399305093,0.4496487906479602,0.3731034428170335,0.4369899624314984,0.49492814356358383,0.48194927951072486,0.3472063325365435,0.38250852123842133,0.49684517292505437,0.4333297134658023,0.33539543780533965,0.4651624763083386,0.4994001152526822,0.0,0.0,0.0,0.0
YqoJKZhDnuBpNfwWFVRSRw,0.002563985452776186,0.007222769887800714,0.2073596266178608,0.4340788353618431,0.34599878521975697,0.48210701865143274,0.42595219202212525,0.4013480690885331,0.40714265707574604,0.37986248421871815,0.4221396985030441,0.3207123455408199,0.48126476059265033,0.4920288957826291,0.460133640875733,0.4518639921397466,0.30815142886901525,0.47844075222309995,0.45668341420629677,0.4459263600986457,0.49049108489199184,0.40486848522858304,0.4764276021431248,0.32657623745410824,0.3053317125710227,0.4562481108439194,0.48675793251360044,0.3339170429399945,0.4524471290307349,0.3518516359742643,0.36769485731431883,0.40021955529710385,0.4326053498983073,0.27011038834124884,0.49013461885667364,0.3449415159257771,0.4972790805098747,0.4681780019693686,0.4525600839052356,0.3771199011593381,0.4302905034729819,0.4893141789450553,0.473309817139128,0.35034580292575135,0.38904042341656664,0.4978038971331022,0.44556738325020767,0.34712093672023214,0.46192040848190163,0.5013362419004822,0.0,0.0,0.0,0.0
qYbWTWH5leltA0bzWAOnmA,0.0013632721016121618,0.007233063051832075,0.20758156124992347,0.4333931374518105,0.3446853041697849,0.4801746546902523,0.42472120747102277,0.400730451752724,0.4059508510578901,0.3762486486100316,0.4221123426667073,0.32002072342403254,0.48136903274313586,0.49062202459296794,0.4588638568819395,0.44916759815356416,0.30621208400110933,0.4778093182069584,0.45902876035067514,0.4422730510675252,0.4873303206281129,0.40488422718752465,0.4804086094550361,0.32718684987732766,0.3045642876145583,0.45724522145687735,0.4853927993258895,0.32992839136898855,0.45033852789752915,0.35289855300748474,0.37012889213251443,0.397581514537624,0.4308234501422537,0.2705564879558072,0.4934417232979687,0.3428506430891731,0.49351374717765306,0.46791187731412304,0.4477602042387924,0.3672393116503396,0.43421574669769664,0.4923389927128528,0.4768646520869998,0.3474341080294158,0.386358371073928,0.5003578287304831,0.43631826113000943,0.3468375749327651,0.45961178295424243,0.4962509539220105,0.0,0.0,0.0,0.0
dyhTHLIf6eWBvU78Y3T06A,0.7537530626835472,0.004899270186245215,0.24612321183872746,0.760120577392143,0.6636130854877922,0.3887693443319776,0.9493786853024402,0.327651785421526,0.0,0.0,0.21539984571313414,0.0,0.29009029798826225,0.7897852932762404,0.09231355791437712,0.6359936720870986,0.32289248350458466,0.4142777514089827,0.3754143456620965,0.43832465228990125,0.5977321490769405,0.31331331151804714,0.4425271916792112,0.5427837296918295,0.34567816098673043,0.5187003881742033,0.5390876032859085,0.3193932426409508,0.5503104311281792,0.33644896269138175,0.3996494906001097,0.3240238671536614,0.454884062275762,0.2511329463242322,0.4842267379013853,0.34859421093139675,0.44779076569258375,0.46038700951008615,0.4071383287339515,0.3135233304251997,0.49027672713035186,0.5034521551039685,0.44162775775047575,0.3151125605272999,0.37577595051220447,0.4568738172421099,0.44537411832398177,0.3952523435445456,0.442837861596542,0.5339347648293253,0.13043478260869568,0.0,0.3541183786534004,0.0
AnfcU9TlluOI794ONyqMFA,0.0052243024621798605,0.007163434741308525,0.20867862947138244,0.4315280513764094,0.3451077145929158,0.48247824037916975,0.4297586401074074,0.3998785101420833,0.4094183708817533,0.37822223262883925,0.42103349487434444,0.32042398852872983,0.4808992478495515,0.4890397515318647,0.4602391017003407,0.4515539097259681,0.3014769623014326,0.48181587977063733,0.45264025689235904,0.4462906987751865,0.49320344055699317,0.40143287163975455,0.47127928965018684,0.3260214845780462,0.30839976766934063,0.4530255417491723,0.48489509414020626,0.3311797054728825,0.45136729934254194,0.3526421613406812,0.3758484533381442,0.3987812218337414,0.42791256765247715,0.2684292141156392,0.49253983817957625,0.3482740514499105,0.49231914947318756,0.4700351042475848,0.4465876066651227,0.3675110702092278,0.4378066213508828,0.4917129734634166,0.47695211559638806,0.3515441864920769,0.3803858987665526,0.4871126068701303,0.4358938117383432,0.35207497306295354,0.47068236922784923,0.5051056393658798,0.043478260869565216,0.0,0.7222222222222223,0.0
40OP-bcwLep3I1nHNJFXOg,0.011192926503309913,0.007288234029074289,0.20535320802195225,0.4224316537821231,0.34256747104988805,0.4868601594038904,0.4303226530028918,0.41254552494831276,0.40392209740523555,0.37268984543430206,0.4212069273199285,0.31097269200546923,0.47879137277641654,0.489883585971996,0.45714678882040116,0.4512775533628546,0.29414929090212727,0.4860487706023513,0.4583344840106802,0.4447268536578586,0.4922606731048103,0.40247648097533273,0.4883222398651343,0.3128372507123398,0.30526122037873027,0.4486678332422169,0.4840675724099165,0.33166576809429105,0.4459161661225139,0.3501588912843963,0.36925894789216773,0.387567426170007,0.4404369522151037,0.2663947049185473,0.49358799672205106,0.34610706309616995,0.49285724457901886,0.46657389748431793,0.4391111864104302,0.3715069506620278,0.4393410106231277,0.48011092262756744,0.4733143705891433,0.35258284303739085,0.3552973520974192,0.5009541597073216,0.4288770603206211,0.3451126271441613,0.4521320068445339,0.48123398739441064,0.0,0.3333333333333333,0.45918367346938777,0.816326530612245
